transaction_id,subject_token,occurred_at,amount,currency,channel,product,transaction_type,installments,merchant_id,mcc,merchant_is_new_for_subject,device_fingerprint_token,device_is_new_for_subject,geo_country,geo_region,geo_precision,ip_hash,label_category,is_fraud
68a939cb-dd09-d3ca-aaed-29a3dfb99469,subj_c44728a9d1d349a5,2025-01-03T18:22:09Z,132.75,BRL,ecommerce,credit,purchase,1,mer_f625af38bf736da4,varejo,True,dev_e0dc05f6802035a0,True,BR,BR-19,cell,ip_0247c5a6126d4c18,legitima_confirmada,False
0fa1c9cf-87b7-997c-8f47-2d1db200df10,subj_c44728a9d1d349a5,2025-01-03T19:44:34Z,145.63,BRL,ecommerce,credit,bill_payment,3,mer_25c6c737bf0abc69,servicos,True,dev_d2da378ce5cbe63b,False,BR,BR-19,gps,ip_10a730117db0a660,legitima_confirmada,False
ec212950-47ee-08e0-d764-7d2f89965fb4,subj_327ffdc578184c70,2025-01-03T21:43:16Z,40.05,BRL,wallet,private_label,purchase,1,mer_f8fc7a1c50431153,viagem,True,dev_7521056d0ec43747,False,AR,INTL,gps,ip_0e9b54e044be326f,legitima_confirmada,False
818356fb-5c26-59b4-7a22-cba47a71233f,subj_0ba2fa542b8358c8,2025-01-04T02:58:08Z,86.56,BRL,ecommerce,private_label,purchase,6,mer_edffb7b94fe7ef86,varejo,True,dev_fea83a6222b05235,True,BR,BR-23,gps,ip_58912bbd8e3fffa2,legitima_confirmada,False
49d703e4-3d71-8af4-af7f-692857fe6b72,subj_0ba2fa542b8358c8,2025-01-04T04:20:37Z,197.31,BRL,ecommerce,private_label,purchase,1,mer_e211deb581aa3e60,viagem,True,dev_864148271f5a36c7,False,BR,BR-23,none,ip_ecd034b49f83aa49,sem_desfecho,False
b8f5df31-bda8-a919-5fa8-b0b38edda272,subj_f7b827d9bec2ee8e,2025-01-04T04:26:11Z,32.88,BRL,pos,credit,purchase,2,mer_c739ff3a3d1684f7,digital,True,dev_2ffd555b818f8e5b,True,BR,BR-26,ip,ip_86259bd0de0da02c,legitima_confirmada,False
faf57eca-f35c-a07e-73cd-37947f28e5c4,subj_3ecc9e765935776d,2025-01-04T06:41:43Z,466.53,BRL,pos,credit,purchase,1,mer_def2fae02e49762b,varejo,True,dev_2f7ebca019e5766c,True,BR,BR-09,ip,ip_e4472d31c784f71c,legitima_confirmada,False
1b36f1b8-df0f-8cbd-30f5-13fcda1f109e,subj_e6091042147599ff,2025-01-04T09:26:07Z,33.38,BRL,atm,credit,bill_payment,2,mer_f0eefb35e4075294,digital,True,dev_4a17beeae2159cea,True,BR,BR-24,ip,ip_62caf54c0d0d48b8,legitima_confirmada,False
11f98274-0f8c-f889-5f94-89452cb5bc94,subj_327ffdc578184c70,2025-01-04T12:11:53Z,82.9,BRL,wallet,private_label,purchase,10,mer_dd21c7278d973493,digital,False,dev_7521056d0ec43747,False,BR,BR-25,ip,ip_80ab1b01fef1044a,legitima_confirmada,False
cd216a37-b8a8-9984-d25e-73999a670c46,subj_08748f542278de3b,2025-01-04T18:28:48Z,269.47,BRL,wallet,credit,purchase,10,mer_ecf136f4ebc4c4b0,digital,True,dev_0506d663a2ae07df,True,BR,BR-00,ip,ip_540dd03dfa37f4cb,legitima_confirmada,False
95a327ea-26c3-65a5-377b-4647c72d1f9b,subj_5d0c570a60121e76,2025-01-04T22:20:00Z,122.56,BRL,pos,credit,withdrawal,3,mer_c52fd594dae35700,aposta,True,dev_c4dd284a50ab9923,True,BR,BR-18,cell,ip_f0f20b6a303cd5bd,legitima_confirmada,False
c382a487-7631-6b7f-fef7-ad90071cbdec,subj_1a845200e30a83d9,2025-01-05T00:44:41Z,68.23,BRL,ecommerce,credit,purchase,1,mer_53a09fad71d732b6,varejo,True,dev_e1870f8953405db2,True,BR,BR-00,ip,ip_8f2d9d07c14caf34,sem_desfecho,False
7196728d-bd1d-8bf1-dfc9-7a960d206284,subj_c900630a8a2512fb,2025-01-05T05:21:16Z,451.61,BRL,recurring,credit,subscription,1,mer_ca4169487ac6d760,varejo,False,dev_2a69bc977b86b158,False,BR,BR-10,gps,ip_985f7a91602a1cba,legitima_confirmada,False
5d2bb899-1a90-698e-adc3-ddd715957291,subj_b654b48c2091322f,2025-01-05T06:37:05Z,62.56,BRL,recurring,private_label,purchase,12,mer_80a788bf677db11c,viagem,True,dev_0eaba3676a90c5de,True,BR,BR-24,none,ip_04a07d7fcc4cd41f,em_disputa,True
ab4e8606-f615-6526-891c-a893892f5eba,subj_327ffdc578184c70,2025-01-05T07:21:42Z,76.49,BRL,wallet,private_label,subscription,1,mer_4267d3fb7da3408a,servicos,False,dev_7521056d0ec43747,False,BR,BR-25,cell,ip_a21faa7b05992015,legitima_confirmada,False
43243891-655f-85b3-ca52-7426a3027aa0,subj_4ad7a6d03980c00d,2025-01-05T09:39:16Z,92.86,BRL,ecommerce,private_label,purchase,1,mer_948f2612d007e683,viagem,True,dev_fdda1cf09eef1ccd,True,BR,BR-10,ip,ip_6f7de25d8954bae1,legitima_confirmada,False
259ed6f3-d21d-cc50-a5d5-2154e48fde34,subj_9aa85198c90b5fe0,2025-01-05T10:19:30Z,243.26,BRL,ecommerce,credit,purchase,1,mer_f39129146f73d820,digital,True,dev_b51840f77ae1c968,True,BR,BR-00,cell,ip_72c05d481ab96251,legitima_confirmada,False
67001a6c-ef3d-f644-6de9-580850f47dc9,subj_26f5dc7700d9ae96,2025-01-05T10:23:36Z,82.9,BRL,atm,credit,purchase,1,mer_b87823a2f11db64d,servicos,True,dev_279d7faefe350f12,True,BR,BR-25,cell,ip_834fc8675f3d244b,legitima_confirmada,False
ba65286e-2918-bc9a-90a8-f9b3260f1fd1,subj_57f3468074108fb2,2025-01-05T10:38:36Z,29.69,BRL,ecommerce,private_label,purchase,1,mer_bc64405cf65b7f53,viagem,True,dev_6ea81cb5997dd21e,True,BR,BR-06,gps,ip_4c316449a2a51de9,legitima_confirmada,False
e8147d46-cd40-d237-9a41-bcec35556e2b,subj_84034c25919e9861,2025-01-05T11:49:51Z,113.05,BRL,recurring,credit,purchase,3,mer_3761320a9c7eb7cf,varejo,True,dev_9c4dfda12a5ddc9c,True,BR,BR-17,ip,ip_dd0c6136775d1cda,legitima_confirmada,False
92f46f7c-7a1a-667a-ccb5-5d1b5bf62f58,subj_3207e65a20e7dd88,2025-01-05T12:52:25Z,84.2,BRL,ecommerce,credit,bill_payment,3,mer_74a3449dc4ecc63c,varejo,True,dev_8e69560de8275bf5,True,BR,BR-07,cell,ip_ee56b19bbd2815a1,legitima_confirmada,False
6e3eab8a-35ad-d73e-fb57-eb028973a614,subj_d5776426305a7ba6,2025-01-05T13:12:34Z,28.15,BRL,atm,credit,purchase,1,mer_4b6856a8963e2706,servicos,True,dev_196fd40e55d7988b,True,BR,BR-23,cell,ip_49ed80ad7497a296,legitima_confirmada,False
6eaef860-d947-60a1-dcf5-e9604a328b5d,subj_2d0744cf11336024,2025-01-05T15:20:01Z,459.1,BRL,recurring,private_label,subscription,1,mer_7b5a90c22b9abf12,aposta,True,dev_6cf682375b0d26ae,True,BR,BR-18,cell,ip_cc83dc70c52a88a2,fraude_suspeita,True
e53aa397-fc1a-b562-8082-d667462ccea0,subj_84034c25919e9861,2025-01-05T15:55:59Z,74.67,BRL,recurring,credit,purchase,3,mer_2183d8b75a54c762,saque,False,dev_06bace6974c08955,False,BR,BR-17,cell,ip_70e23bdefed3bbff,sem_desfecho,False
90861538-28b1-5ae1-a2e4-554902e3c184,subj_ef5cb6c833e5d550,2025-01-05T19:42:05Z,221.61,BRL,recurring,private_label,bill_payment,1,mer_991d288b923ede4c,aposta,True,dev_086f5cd1bfb16a35,True,BR,BR-26,gps,ip_d5142477aec9c920,sem_desfecho,False
6baebbd2-a207-a1b8-b46f-ca8328675606,subj_4258efe4c6a3a12e,2025-01-05T20:23:27Z,41.96,BRL,atm,credit,purchase,1,mer_a80e98f159982862,varejo,True,dev_eb1795fa69d5c601,True,BR,BR-24,cell,ip_fd0c035baae728d4,legitima_confirmada,False
075d4513-aff9-ea83-83b5-8161aba79d8a,subj_26f5dc7700d9ae96,2025-01-06T05:49:00Z,249.17,BRL,wallet,credit,subscription,1,mer_c965d59cfea0ceb2,varejo,False,dev_69bc9d56d63649c2,False,BR,BR-25,gps,ip_e37db75a1fe3ca0a,legitima_confirmada,False
7a3fa1e2-0877-9b49-17f8-d3d1d2cd321e,subj_800823570859adc9,2025-01-06T08:18:03Z,253.89,BRL,pos,credit,withdrawal,1,mer_a0b27414da72106e,viagem,True,dev_5a3e04af08333877,True,BR,BR-18,ip,ip_0a8c94d687ba6c81,fraude_confirmada,True
f0ed6d22-34e0-6763-f4e3-2483bc96197c,subj_aab841ae2dfe1a0f,2025-01-06T09:12:31Z,33.13,BRL,pos,credit,purchase,2,mer_d23f824b7e3d725d,saque,True,dev_435557db0975ac1b,True,BR,BR-07,gps,ip_9bb623c5a67ad60f,legitima_confirmada,False
15b21496-c962-58e6-085c-b3df49a59237,subj_61522bbbd86f56f9,2025-01-06T09:39:16Z,129.87,BRL,ecommerce,private_label,withdrawal,1,mer_1565174053d11b29,digital,True,dev_1b4ec7c39b55bd40,True,BR,BR-00,gps,ip_ed57d3490a4f4c9a,fraude_confirmada,True
e5d3503d-bf5a-714d-c90f-88dddd4586a4,subj_49e5b9dacf3309db,2025-01-06T10:04:58Z,57.38,BRL,recurring,private_label,purchase,1,mer_b4e81962450f3b43,servicos,True,dev_6627fee93a67e8c8,True,BR,BR-07,cell,ip_3f1cb793c540fcef,legitima_confirmada,False
e20eba0f-36df-9d25-66a3-78a40b8aa93a,subj_c07d43015edcd12c,2025-01-06T10:58:24Z,138.91,BRL,pos,credit,purchase,3,mer_53b2717a4583d834,varejo,True,dev_e1361c6297b0c163,False,BR,BR-25,cell,ip_f4dc55c2103e9ce9,legitima_confirmada,False
67771722-1fc1-42d3-f6be-c737bfd92443,subj_83d9942312fe5eb6,2025-01-06T11:04:45Z,183.33,BRL,ecommerce,credit,purchase,1,mer_02f776213a3d1ae9,saque,True,dev_a1838e4fd2de53b5,True,BR,BR-03,cell,ip_6e21970cc1874f8e,legitima_confirmada,False
939bf406-6beb-e3c9-1797-a17bbd56e2a6,subj_9a0db9bd734a9eb4,2025-01-06T11:17:04Z,170.98,BRL,ecommerce,private_label,purchase,6,mer_79c750c65ac5de37,digital,True,dev_d6d5052105e1a80c,True,BR,BR-24,gps,ip_7fab2fd8f95288ed,legitima_confirmada,False
b1d94f83-c6a1-f96a-6f33-11b044183755,subj_81d0d3a75958cb7c,2025-01-06T13:54:07Z,87.84,BRL,recurring,credit,bill_payment,1,mer_43f1e8f453335cb2,varejo,True,dev_65db41c0dc612bc3,True,BR,BR-09,ip,ip_88bfe54518a65cf4,legitima_confirmada,False
b7a318d9-d712-5528-f5cc-ca485a15382b,subj_785fcd5c73ec8693,2025-01-06T14:12:40Z,109.56,BRL,atm,private_label,bill_payment,3,mer_3c27f30b2aa20e51,varejo,True,dev_f8efd7fc0e4d4b3d,True,BR,BR-20,gps,ip_79ac5116c2cc3c96,legitima_confirmada,False
8a5ecdb1-1757-d139-f6bf-7003a7b8c098,subj_5d0c570a60121e76,2025-01-06T15:09:21Z,219.25,BRL,recurring,credit,purchase,3,mer_80112e17ece691f2,digital,False,dev_57710706c8456a68,False,BR,BR-18,ip,ip_77d8300013f035b4,legitima_confirmada,False
d9a5dbf7-1b28-b883-ea3b-5948e567474e,subj_555ab5d6c0af9e30,2025-01-06T15:59:28Z,143.49,BRL,pos,credit,purchase,10,mer_83f9dc3dfc1292f0,varejo,True,dev_874b8577caea6e6f,True,BR,BR-16,cell,ip_e445d5b6f1f3d5f7,legitima_confirmada,False
d8c3a1fd-2a45-0cba-95fe-d1ffcc1ff374,subj_785fcd5c73ec8693,2025-01-06T18:20:23Z,28.93,BRL,ecommerce,private_label,purchase,6,mer_f0cd2e861445f381,saque,False,dev_8181db9ec0001f49,False,BR,BR-20,gps,ip_ab5f7b7d5decaa29,legitima_confirmada,False
07e9d52c-d1e4-953c-5705-a2194854f555,subj_096b82dd2f8031c9,2025-01-06T19:41:16Z,87.13,BRL,atm,credit,bill_payment,6,mer_debbf342a627c36b,servicos,True,dev_e2412e69b3244029,True,BR,BR-13,cell,ip_84637f4d5585f980,legitima_confirmada,False
4a0a8926-92f2-7094-9205-b0d02c630095,subj_5a06a4b6254d1cb6,2025-01-06T21:26:52Z,169.54,BRL,ecommerce,credit,purchase,1,mer_bb1adb5e6ea82238,varejo,True,dev_50ff97ce594888fc,True,BR,BR-07,ip,ip_af6bf35a232b1d9a,legitima_confirmada,False
8e5e357b-76b3-1545-35db-cbd91c940333,subj_dd82a0f404e3a43e,2025-01-06T21:40:55Z,152.25,BRL,pos,private_label,bill_payment,6,mer_f57a4792683ff261,viagem,True,dev_35dbf2181da50f24,True,BR,BR-01,cell,ip_b49b959f4fdf6ab2,legitima_confirmada,False
b9fda5fd-4a14-9aec-e151-28465cebb65f,subj_666bf05e988c21c0,2025-01-06T23:51:00Z,289.8,BRL,ecommerce,credit,purchase,2,mer_c2dbca076390dbf9,digital,True,dev_5f336244791004d6,True,BR,BR-23,none,ip_7e505f268dbb066b,legitima_confirmada,False
408d284a-6493-a00a-2d7d-ebea308d99ff,subj_3ecc9e765935776d,2025-01-07T00:33:24Z,170.3,BRL,pos,credit,purchase,1,mer_4eb7aec3ec0551e8,digital,False,dev_9a26a3d96358aab0,False,BR,BR-09,none,ip_8aeae07ceb193804,legitima_confirmada,False
8f2a1126-2a9f-05c6-d9fd-13ae8216b385,subj_1a845200e30a83d9,2025-01-07T05:21:38Z,174.28,BRL,ecommerce,credit,purchase,6,mer_d996ec3dd5c994d0,servicos,True,dev_a58b0835b47155d3,False,BR,BR-00,cell,ip_91b34e693429bbc0,legitima_confirmada,False
b504ff03-0d3c-8b0d-09ba-925c6bb0f8fd,subj_26f5dc7700d9ae96,2025-01-07T06:30:48Z,251.48,BRL,ecommerce,credit,bill_payment,2,mer_c79d6fcab1182b7c,servicos,False,dev_69bc9d56d63649c2,False,BR,BR-25,gps,ip_2008c7ac4e1e2d4f,legitima_confirmada,False
b0b1fa64-eb42-4e69-8cb9-8b194ab4bd1d,subj_39b3f770484a3f8d,2025-01-07T06:56:49Z,92.65,BRL,pos,credit,purchase,3,mer_4a11852b5897ff5b,viagem,True,dev_fdb4096021bb4e43,True,BR,BR-21,gps,ip_7e378a82bf8c02c1,legitima_confirmada,False
041f3d22-e662-3924-f98d-1d9c9f867f3f,subj_81036de0af432965,2025-01-07T07:46:18Z,22.84,BRL,pos,credit,purchase,3,mer_f5ecc336b8cfe69c,varejo,True,dev_9e7fed139c56a382,True,BR,BR-24,cell,ip_d0a007b533d8f858,legitima_confirmada,False
ee95a31b-cba6-32e2-c177-5954d7edf5a6,subj_555ab5d6c0af9e30,2025-01-07T09:09:04Z,50.06,BRL,pos,credit,purchase,1,mer_325df30d76db9558,viagem,False,dev_655f61e3248782bc,False,BR,BR-16,gps,ip_7d9fa700a1b908b5,legitima_confirmada,False
f2e4925a-db21-1d0e-3050-ff63c864fe4c,subj_7874d66abfe48ee6,2025-01-07T09:13:15Z,129.76,BRL,recurring,private_label,bill_payment,3,mer_d1345bd3c538d7d0,digital,True,dev_4a205b80406a689a,True,BR,BR-00,none,ip_3fe2503935674d85,legitima_confirmada,False
cd831035-169d-ba80-84ae-ec3a0ff2441d,subj_b416fa89632b3464,2025-01-07T11:10:12Z,375.82,BRL,pos,private_label,purchase,6,mer_f36751463000ad4f,varejo,True,dev_9437bcb1558b3278,True,BR,BR-25,cell,ip_6f6ee11c18384b71,legitima_confirmada,False
0632864d-dc3b-5559-786a-0a04bba237e9,subj_7acec39e4a34dcca,2025-01-07T13:37:36Z,101.18,BRL,pos,credit,purchase,1,mer_d9009a073c3edd0d,varejo,True,dev_9840219eab8f07cb,True,BR,BR-06,gps,ip_23d87540817687d3,legitima_confirmada,False
bc6581fb-c890-7eb2-56d8-a1f0f4493636,subj_f713675faaa1b0c7,2025-01-07T17:19:28Z,241.37,BRL,pos,credit,purchase,2,mer_0b525bc331038b52,saque,True,dev_03679c5a40482bc0,True,BR,BR-25,cell,ip_d46fbe6ee36757ca,legitima_confirmada,False
f91d76fe-be85-4a35-e960-1261f46bf7b9,subj_a87838f7139eff0f,2025-01-07T19:01:23Z,78.82,BRL,pos,credit,purchase,2,mer_87f79f5621b193a1,varejo,False,dev_f22dc6edaf3455c5,True,BR,BR-18,cell,ip_e36eb4b4db254f5a,legitima_confirmada,False
3a24ac7f-7ee9-b253-ee50-54047e36f70b,subj_0595552d6476c750,2025-01-07T21:59:54Z,222.18,BRL,pos,credit,purchase,1,mer_1d606ea0c5b605a2,varejo,True,dev_30557667ba340837,True,BR,BR-16,cell,ip_998d18efafe9ad79,legitima_confirmada,False
2527c887-da55-fe05-8f7c-5bc583fd459d,subj_5a06a4b6254d1cb6,2025-01-07T22:58:15Z,90.11,BRL,atm,credit,purchase,1,mer_1df5353590a7184d,varejo,False,dev_0809b861f127008a,False,BR,BR-07,gps,ip_8ded2a06dc13811a,legitima_confirmada,False
79e56d3a-55a8-aacd-4f8f-42006b653a32,subj_9919a7f0f672808d,2025-01-08T01:59:31Z,123.43,BRL,pos,credit,purchase,1,mer_1611f87d9767fbda,viagem,True,dev_3d37e1a490522a0e,True,BR,BR-07,cell,ip_c30871faba05f835,fraude_confirmada,True
08f67cf0-a954-2fd5-3ad4-696087d35b98,subj_a3573a220334778a,2025-01-08T02:55:36Z,208.92,BRL,pos,private_label,purchase,18,mer_fed8c3ecd752047e,viagem,True,dev_6a9d0e352109f64d,True,BR,BR-19,cell,ip_9674e8497f42bdc1,fraude_confirmada,True
831a8e70-4dc8-e721-c80f-397fe87bdaa5,subj_9c2b10d95ee19342,2025-01-08T05:37:29Z,361.64,BRL,pos,credit,purchase,3,mer_f5b4dc645d56a25f,digital,True,dev_3cc2fbe4db84bf9a,True,BR,BR-04,ip,ip_5035574c64cf081f,legitima_confirmada,False
9770d68f-28df-d1cd-8300-ece1ea0753fa,subj_096b82dd2f8031c9,2025-01-08T06:00:02Z,68.02,BRL,pos,credit,subscription,1,mer_1f00445fff0d3425,digital,False,dev_387a9f2d85e1a8ac,False,BR,BR-13,gps,ip_0047f27d41354947,legitima_confirmada,False
7f8b43cb-d60f-5e0c-ea01-5bf055f41f63,subj_bc0064403056df56,2025-01-08T06:42:33Z,74.42,BRL,pos,credit,purchase,10,mer_5480eb6c655245e9,saque,True,dev_1b1e03af50a018d9,True,BR,BR-25,ip,ip_9c68ada9eef872b9,legitima_confirmada,False
ca37023d-c649-7834-c6c6-b42731078bd6,subj_011b9546d25fe9df,2025-01-08T08:40:29Z,159.51,BRL,ecommerce,credit,purchase,2,mer_2b118bb367987028,varejo,True,dev_b729e09d18899077,True,BR,BR-15,gps,ip_cdd5f82721f1a073,legitima_confirmada,False
91c7f17f-61cc-d9bd-8dc9-c1430b3ec43f,subj_3ecc9e765935776d,2025-01-08T08:51:44Z,224.63,BRL,pos,credit,withdrawal,6,mer_33856d837206f525,viagem,False,dev_9a26a3d96358aab0,False,BR,BR-09,gps,ip_16646ae697747e3a,sem_desfecho,False
e5d45a8c-95f2-c5e6-fcac-4421cfd34ef3,subj_c07d43015edcd12c,2025-01-08T10:16:02Z,70.39,BRL,pos,credit,purchase,6,mer_055f969ae3ed7442,digital,True,dev_e1361c6297b0c163,False,BR,BR-25,gps,ip_0989e8a277e390bc,legitima_confirmada,False
56b41b1d-125f-45ab-2706-c087b1a0a823,subj_4dc0bbc5043c9eef,2025-01-08T10:37:04Z,301.69,BRL,atm,credit,purchase,10,mer_3d396c3006b28d05,viagem,False,dev_2585cd69246957db,False,BR,BR-19,gps,ip_ba2e70925c70a32a,legitima_confirmada,False
25674db0-428a-eb54-78ea-657fb45b1e2b,subj_7874d66abfe48ee6,2025-01-08T11:16:10Z,93.35,BRL,recurring,private_label,bill_payment,3,mer_5bf57a04bf944f03,saque,False,dev_4a203e1157789b2d,False,BR,BR-04,gps,ip_a5503728f67c1a13,legitima_confirmada,False
99e736ba-f809-6749-a802-d051553e3bf1,subj_3fef7009c809015c,2025-01-08T11:36:25Z,750.2,BRL,ecommerce,credit,purchase,1,mer_02af0a57afd8402e,viagem,True,dev_23465251451507d3,True,BR,BR-16,gps,ip_a592a022f6db1b2e,legitima_confirmada,False
44829620-a3b9-980e-8202-da5dab42ad7d,subj_acb7e6181646e5b4,2025-01-08T11:47:49Z,454.02,BRL,pos,private_label,purchase,1,mer_653c3ecf2ffbef81,varejo,True,dev_78deb0e1639d84cf,True,BR,BR-24,cell,ip_2a0a5a1dd2eb2e50,legitima_confirmada,False
e9408a63-861f-f27f-85a2-f2ea4f4a971c,subj_2084a30a32547d49,2025-01-08T12:30:55Z,80.24,BRL,wallet,credit,bill_payment,1,mer_69ca9944009d2217,servicos,True,dev_c89da262954200c0,True,BR,BR-15,cell,ip_e650c0e00c977761,sem_desfecho,False
4456caee-5fe5-6ea4-15c3-163e0918cb9a,subj_9324819220c51187,2025-01-08T13:55:50Z,1595.74,BRL,ecommerce,private_label,purchase,1,mer_12079cbd4f184cca,saque,True,dev_7bb1fd783d1fec85,True,BR,BR-19,cell,ip_17d4e9b0a58a7990,fraude_confirmada,True
d128f1d9-ac81-1b14-5bba-c8dad275a696,subj_2edf8d9ffc60203e,2025-01-08T14:53:10Z,174.35,BRL,pos,credit,purchase,1,mer_59f6379a50ae3d27,servicos,True,dev_3824ef7e22e4e00e,True,BR,BR-16,gps,ip_251c712d10e20610,legitima_confirmada,False
40eadea8-c654-4408-5193-1c73fffef675,subj_26f5dc7700d9ae96,2025-01-08T14:55:02Z,125.82,BRL,ecommerce,credit,purchase,1,mer_60b7f000d34b9456,digital,False,dev_69bc9d56d63649c2,False,BR,BR-25,cell,ip_ae28b1b57fe2756c,legitima_confirmada,False
0dd490f4-6b7a-4dac-f55a-a169167eb4bf,subj_096b82dd2f8031c9,2025-01-08T17:06:15Z,83.12,BRL,pos,credit,subscription,3,mer_fa531b216445a86e,saque,True,dev_387a9f2d85e1a8ac,False,BR,BR-13,gps,ip_a84c997615ec7516,legitima_confirmada,False
d8b4f24b-87c1-50a3-8900-809ed7210be7,subj_88cb54c4b09ad47c,2025-01-08T17:48:56Z,91.19,BRL,pos,credit,purchase,3,mer_f0d729dce26114d1,digital,True,dev_aeb4c9b33cb32fee,True,BR,BR-11,gps,ip_0fb291ca4608e64e,legitima_confirmada,False
b55abb1f-091f-1d46-8aa1-4ba47db0bb9c,subj_04a3083d7d4ae1c2,2025-01-08T18:00:03Z,401.97,BRL,wallet,credit,withdrawal,1,mer_75fc2deda32fe6a4,varejo,True,dev_b68b57d916a8c9f8,True,BR,BR-15,cell,ip_5433d3e4efa8e53c,fraude_confirmada,True
79047212-85d0-7df4-ae0b-60145c635abf,subj_4afde3be46c7d1ec,2025-01-08T19:52:44Z,135.08,BRL,ecommerce,private_label,bill_payment,2,mer_571bf40bd922a9fc,digital,True,dev_b998243dc21c9a78,True,BR,BR-09,gps,ip_4349bab440e88bc0,legitima_confirmada,False
efbc7d64-07b3-98d0-de71-636ca63b46af,subj_ba2790f041b7a40d,2025-01-08T20:41:01Z,32.25,BRL,pos,private_label,purchase,10,mer_603d93187e27c5a8,servicos,True,dev_01c5d3631ee0dc8e,True,BR,BR-23,gps,ip_88a9a6efee3e0693,legitima_confirmada,False
5a890222-0c93-731b-1dc8-574952e6d30d,subj_de6bc2a416bf1acf,2025-01-08T21:01:49Z,44.03,BRL,pos,private_label,purchase,2,mer_568c2b0108915d90,varejo,True,dev_1a0a06a999070100,True,PT,INTL,cell,ip_923db798363f655e,legitima_confirmada,False
d3254e23-f05e-076f-a97a-ac7429045190,subj_eca82a98610c30b1,2025-01-08T21:36:04Z,78.34,BRL,atm,private_label,purchase,2,mer_f591836bf74c206a,saque,True,dev_bbdc33b1c31745a9,True,BR,BR-09,gps,ip_71ef72f5658db54b,sem_desfecho,False
24392afd-0e41-138b-a32f-cc8f0fb204f0,subj_4afde3be46c7d1ec,2025-01-08T22:50:04Z,84.72,BRL,wallet,private_label,purchase,1,mer_04cf5c01ee425e9e,viagem,True,dev_1c53a55abec8ae0e,False,BR,BR-09,cell,ip_9499375d7b9cba10,legitima_confirmada,False
